,Background,,,,Body,,,,Skin,,,,Facial Shape,,,,
NFT id ,Blue,LightBlue,Orange,Pink,Orange,Regular,White,Yellow,Skull,SkullOrange,SkullRegular,SkullYellow,GlassDome,Headset,Helmet,NFTHelmet,AVERAGE RARITY, STATISTICAL RARITY, RARITY SCORE
34,0,0,0,24%,26%,0,0,0,25%,0,0,0,0,25%,0,0,25,0.39,16.01282051282051
35,0,0,0,24%,0,0,24%,0,25%,0,0,0,25%,0,0,0,24.5,0.36,16.333333333333336
36,25%,0,0,0,0,0,24%,0,0,0,25%,0,25%,0,0,0,24.75,0.375,16.166666666666668
37,25%,0,0,0,0,0,0,25%,0,25%,0,0,25%,0,0,0,25,0.390625,16
38,25%,0,0,0,26%,0,0,0,0,25%,0,0,0,0,0,24%,25,0.39,16.012820512820515
39,0,0,0,24%,0,0,24%,0,0,0,25%,0,25%,0,0,0,24.5,0.36,16.333333333333336
40,25%,0,0,0,26%,0,0,0,0,0,25%,0,0,0,0,24%,25,0.39,16.012820512820515
41,25%,0,0,0,26%,0,0,0,0,0,25%,0,0,0,26%,0,25.5,0.4225,15.692307692307693
42,25%,0,0,0,0,0,0,25%,0,0,25%,0,25%,0,0,0,25,0.390625,16
43,0,25%,0,0,0,0,24%,0,25%,0,0,0,0,25%,0,0,24.75,0.375,16.166666666666668
44,0,0,26%,0,26%,0,0,0,0,25%,0,0,0,0,0,24%,25.25,0.4056,15.858974358974361
45,0,0,0,24%,0,0,24%,0,0,25%,0,0,25%,0,0,0,24.5,0.36,16.333333333333336
46,0,25%,0,0,26%,0,0,0,25%,0,0,0,0,0,0,24%,25,0.39,16.012820512820515
47,25%,0,0,0,0,0,24%,0,0,0,0,25%,0,25%,0,0,24.75,0.375,16.166666666666668
48,25%,0,0,0,0,25%,0,0,25%,0,0,0,0,0,26%,0,25.25,0.40625,15.846153846153847
49,0,25%,0,0,0,25%,0,0,25%,0,0,0,0,25%,0,0,25,0.390625,16
50,0,25%,0,0,0,0,0,25%,0,25%,0,0,0,0,26%,0,25.25,0.40625,15.846153846153847
51,0,0,26%,0,0,0,0,25%,0,25%,0,0,0,0,26%,0,25.5,0.4225,15.692307692307693
52,0,0,26%,0,0,25%,0,0,25%,0,0,0,25%,0,0,0,25.25,0.40625,15.846153846153847
53,25%,0,0,0,26%,0,0,0,0,25%,0,0,0,25%,0,0,25.25,0.40625,15.846153846153847
54,0,25%,0,0,0,0,0,25%,25%,0,0,0,25%,0,0,0,25,0.390625,16
55,0,0,0,24%,0,25%,0,0,0,0,0,25%,25%,0,0,0,24.75,0.375,16.166666666666668
56,0,25%,0,0,26%,0,0,0,25%,0,0,0,0,25%,0,0,25.25,0.40625,15.846153846153847
57,0,25%,0,0,0,0,24%,0,0,25%,0,0,25%,0,0,0,24.75,0.375,16.166666666666668
58,0,0,0,24%,0,25%,0,0,25%,0,0,0,0,0,26%,0,25,0.39,16.012820512820515
59,0,0,26%,0,0,0,24%,0,0,0,25%,0,25%,0,0,0,25,0.39,16.01282051282051
60,25%,0,0,0,26%,0,0,0,0,0,0,25%,0,0,0,24%,25,0.39,16.012820512820515
61,0,25%,0,0,0,25%,0,0,25%,0,0,0,0,0,26%,0,25.25,0.40625,15.846153846153847
62,0,25%,0,0,0,0,0,25%,0,0,0,25%,0,0,26%,0,25.25,0.40625,15.846153846153847
63,0,0,26%,0,0,25%,0,0,0,25%,0,0,25%,0,0,0,25.25,0.40625,15.846153846153847
64,0,0,26%,0,0,0,24%,0,0,0,0,25%,0,25%,0,0,25,0.39,16.01282051282051
65,25%,0,0,0,0,25%,0,0,0,0,25%,0,0,0,0,24%,24.75,0.375,16.166666666666668
66,0,0,26%,0,0,25%,0,0,0,25%,0,0,0,0,26%,0,25.5,0.4225,15.692307692307693
67,0,25%,0,0,26%,0,0,0,0,25%,0,0,0,0,0,24%,25,0.39,16.012820512820515
68,0,0,26%,0,26%,0,0,0,25%,0,0,0,25%,0,0,0,25.5,0.4225,15.692307692307693
69,25%,0,0,0,0,0,0,25%,0,0,25%,0,0,0,26%,0,25.25,0.40625,15.846153846153847
70,0,25%,0,0,0,25%,0,0,0,25%,0,0,25%,0,0,0,25,0.390625,16
71,0,25%,0,0,0,0,24%,0,0,0,0,25%,0,0,26%,0,25,0.39,16.012820512820515
72,0,25%,0,0,0,25%,0,0,0,0,0,25%,0,0,0,24%,24.75,0.375,16.166666666666668
73,25%,0,0,0,0,0,24%,0,0,25%,0,0,0,25%,0,0,24.75,0.375,16.166666666666668
74,25%,0,0,0,0,0,0,25%,0,25%,0,0,0,0,0,24%,24.75,0.375,16.166666666666668
75,0,0,26%,0,0,0,24%,0,0,25%,0,0,0,0,0,24%,24.75,0.3744,16.17948717948718
76,0,0,26%,0,26%,0,0,0,0,0,25%,0,0,0,0,24%,25.25,0.4056,15.858974358974361
77,25%,0,0,0,0,25%,0,0,0,0,0,25%,0,0,26%,0,25.25,0.40625,15.846153846153847
78,0,0,0,24%,0,0,0,25%,0,25%,0,0,0,25%,0,0,24.75,0.375,16.166666666666668
79,0,0,0,24%,0,0,0,25%,0,25%,0,0,0,0,0,24%,24.5,0.36,16.333333333333336
80,0,0,26%,0,0,25%,0,0,0,0,25%,0,0,25%,0,0,25.25,0.40625,15.846153846153847
81,0,25%,0,0,26%,0,0,0,0,0,0,25%,0,0,26%,0,25.5,0.4225,15.692307692307693
82,0,25%,0,0,0,25%,0,0,0,25%,0,0,0,0,0,24%,24.75,0.375,16.166666666666668
83,0,0,0,24%,0,0,24%,0,0,0,25%,0,0,0,0,24%,24.25,0.3456,16.5
84,0,0,0,24%,26%,0,0,0,0,0,25%,0,0,25%,0,0,25,0.39,16.01282051282051
85,0,25%,0,0,0,25%,0,0,0,25%,0,0,0,25%,0,0,25,0.390625,16
86,0,0,26%,0,0,25%,0,0,0,0,0,25%,0,0,0,24%,25,0.39,16.012820512820515
87,0,0,26%,0,0,0,0,25%,0,0,25%,0,0,0,0,24%,25,0.39,16.012820512820515
88,0,25%,0,0,0,0,0,25%,0,0,25%,0,0,0,26%,0,25.25,0.40625,15.846153846153847
89,0,0,0,24%,0,0,0,25%,0,0,0,25%,0,0,26%,0,25,0.39,16.012820512820515
90,0,25%,0,0,0,0,0,25%,0,0,0,25%,0,0,0,24%,24.75,0.375,16.166666666666668
91,0,0,0,24%,0,0,0,25%,0,0,25%,0,0,0,26%,0,25,0.39,16.012820512820515
92,0,0,26%,0,0,0,24%,0,0,0,25%,0,0,0,26%,0,25.25,0.4056,15.85897435897436
93,0,0,26%,0,0,0,24%,0,0,0,25%,0,0,25%,0,0,25,0.39,16.01282051282051
94,0,0,0,24%,0,0,0,25%,0,0,0,25%,0,25%,0,0,24.75,0.375,16.166666666666668
95,0,0,26%,0,0,0,0,25%,0,0,25%,0,0,0,26%,0,25.5,0.4225,15.692307692307693
96,0,0,0,24%,0,0,24%,0,0,0,25%,0,0,0,26%,0,24.75,0.3744,16.17948717948718
97,0,0,0,24%,0,0,0,25%,0,0,25%,0,0,0,0,24%,24.5,0.36,16.333333333333336
98,0,0,0,24%,0,0,24%,0,0,0,0,25%,0,0,26%,0,24.75,0.3744,16.17948717948718
99,0,0,0,24%,0,0,24%,0,0,0,0,25%,0,0,0,24%,24.25,0.3456,16.5
100,0,0,26%,0,26%,0,0,0,0,0,0,25%,0,0,26%,0,25.75,0.4394,15.53846153846154
