,Background,,,,Body,,,,Skin,,,,Facial Shape,,,,
NFT id ,Blue,LightBlue,Orange,Pink,Orange,Regular,White,Yellow,Skull,SkullOrange,SkullRegular,SkullYellow,GlassDome,Headset,Helmet,NFTHelmet,AVERAGE RARITY, STATISTICAL RARITY, RARITY SCORE
61,0,0,0,22%,27%,0,0,0,0,0,26%,0,0,0,0,21%,24,0.324324,16.85721685721686
62,27%,0,0,0,0,0,25%,0,0,0,26%,0,0,0,0,21%,24.75,0.36855,16.311762311762312
63,0,0,0,22%,0,0,0,22%,27%,0,0,0,0,0,0,21%,23,0.274428,17.55651755651756
64,0,26%,0,0,0,26%,0,0,27%,0,0,0,0,0,0,21%,25,0.383292,16.15791615791616
65,0,26%,0,0,27%,0,0,0,0,0,26%,0,0,0,0,21%,25,0.383292,16.15791615791616
66,0,26%,0,0,0,26%,0,0,0,0,26%,0,0,0,25%,0,25.75,0.4394,15.538461538461538
67,0,26%,0,0,0,26%,0,0,0,27%,0,0,0,0,0,21%,25,0.383292,16.15791615791616
68,0,26%,0,0,0,26%,0,0,0,0,26%,0,0,25%,0,0,25.75,0.4394,15.538461538461538
69,0,26%,0,0,27%,0,0,0,27%,0,0,0,0,25%,0,0,26.25,0.47385,15.253561253561253
70,0,0,25%,0,27%,0,0,0,0,0,0,20%,0,25%,0,0,24.25,0.3375,16.703703703703702
71,0,0,25%,0,0,0,0,22%,0,27%,0,0,0,25%,0,0,24.75,0.37125,16.24915824915825
72,0,0,25%,0,0,0,0,22%,0,0,0,20%,0,25%,0,0,23,0.275,17.545454545454547
73,0,0,25%,0,0,0,25%,0,0,0,26%,0,0,0,0,21%,24.25,0.34125,16.60805860805861
74,0,26%,0,0,0,0,0,22%,0,0,26%,0,0,25%,0,0,24.75,0.3718,16.23776223776224
75,0,0,25%,0,0,26%,0,0,0,27%,0,0,0,0,25%,0,25.75,0.43875,15.54985754985755
76,0,0,0,22%,0,26%,0,0,0,0,0,20%,0,0,0,21%,22.25,0.24024,18.153513153513153
77,0,0,25%,0,0,0,0,22%,27%,0,0,0,0,25%,0,0,24.75,0.37125,16.24915824915825
78,0,0,25%,0,0,0,25%,0,0,0,26%,0,0,0,25%,0,25.25,0.40625,15.846153846153847
79,0,26%,0,0,0,0,0,22%,0,27%,0,0,0,0,25%,0,25,0.3861,16.095312095312096
80,0,0,0,22%,0,0,25%,0,27%,0,0,0,0,0,0,21%,23.75,0.31185,17.011063011063012
81,0,0,25%,0,0,0,25%,0,27%,0,0,0,0,0,25%,0,25.5,0.421875,15.703703703703704
82,0,0,0,22%,0,0,25%,0,0,0,26%,0,0,0,0,21%,23.5,0.3003,17.153513153513156
83,0,0,0,22%,0,0,0,22%,0,0,0,20%,0,0,25%,0,22.25,0.242,18.090909090909093
84,0,0,0,22%,0,0,25%,0,0,0,26%,0,0,25%,0,0,24.5,0.3575,16.391608391608393
85,0,0,25%,0,0,0,0,22%,0,0,0,20%,0,0,0,21%,22,0.231,18.30735930735931
86,0,0,0,22%,0,0,0,22%,27%,0,0,0,0,0,25%,0,24,0.3267,16.794612794612796
87,0,0,25%,0,0,0,0,22%,0,27%,0,0,0,0,0,21%,23.75,0.31185,17.011063011063012
88,0,0,25%,0,0,0,25%,0,27%,0,0,0,0,25%,0,0,25.5,0.421875,15.703703703703704
89,0,0,0,22%,0,0,25%,0,0,27%,0,0,0,0,25%,0,24.75,0.37125,16.24915824915825
90,0,0,0,22%,0,0,25%,0,0,0,0,20%,0,25%,0,0,23,0.275,17.545454545454547
91,0,0,0,22%,0,0,25%,0,0,0,0,20%,0,0,25%,0,23,0.275,17.545454545454547
92,0,0,0,22%,0,0,0,22%,0,27%,0,0,0,25%,0,0,24,0.3267,16.794612794612796
93,0,0,0,22%,0,0,0,22%,0,27%,0,0,0,0,25%,0,24,0.3267,16.794612794612796
94,0,0,0,22%,0,0,0,22%,0,0,0,20%,0,0,0,21%,21.25,0.20328,18.852813852813853
95,0,0,25%,0,0,0,0,22%,0,0,0,20%,0,0,25%,0,23,0.275,17.545454545454547
96,0,0,0,22%,0,0,0,22%,27%,0,0,0,29%,0,0,0,25,0.378972,16.24288865668176
97,27%,0,0,0,27%,0,0,0,0,0,26%,0,0,0,25%,0,26.25,0.47385,15.253561253561253
98,27%,0,0,0,27%,0,0,0,27%,0,0,0,29%,0,0,0,27.5,0.570807,14.559386973180075
99,0,0,25%,0,0,0,0,22%,0,27%,0,0,29%,0,0,0,25.75,0.43065,15.697434111227217
100,0,26%,0,0,0,26%,0,0,0,27%,0,0,29%,0,0,0,27,0.529308,14.84428725808036
