,Background,,,,Body,,,,Skin,,,,Facial Shape,,,,
NFT id ,Blue,LightBlue,Orange,Pink,Orange,Regular,White,Yellow,Skull,SkullOrange,SkullRegular,SkullYellow,GlassDome,Headset,Helmet,NFTHelmet,AVERAGE RARITY, STATISTICAL RARITY, RARITY SCORE
89,0,0,0,20%,0,0,0,20%,0,0,23%,0,0,0,0,23%,21.5,0.2116,18.695652173913043
90,0,0,27%,0,0,0,26%,0,0,0,23%,0,0,0,25%,0,25.25,0.40365,15.897683636814072
91,0,0,0,20%,0,0,0,20%,0,0,23%,0,0,0,25%,0,22,0.23,18.347826086956523
92,0,0,27%,0,0,0,0,20%,0,0,0,24%,0,0,25%,0,24,0.324,16.87037037037037
93,0,0,0,20%,0,0,0,20%,0,0,0,24%,0,25%,0,0,22.25,0.24,18.166666666666668
94,0,0,0,20%,0,0,0,20%,0,0,23%,0,0,25%,0,0,22,0.23,18.347826086956523
95,0,0,0,20%,0,0,0,20%,0,0,0,24%,0,0,0,23%,21.75,0.2208,18.514492753623188
96,27%,0,0,0,0,0,26%,0,0,0,0,24%,0,0,0,23%,25,0.387504,16.064350303480737
97,27%,0,0,0,29%,0,0,0,0,27%,0,0,27%,0,0,0,27.5,0.570807,14.559386973180077
98,0,26%,0,0,29%,0,0,0,0,0,23%,0,0,0,0,23%,25.25,0.398866,15.990081882135854
99,0,0,27%,0,29%,0,0,0,26%,0,0,0,0,0,0,23%,26.25,0.468234,15.345959498883037
100,0,0,27%,0,29%,0,0,0,0,27%,0,0,27%,0,0,0,27.5,0.570807,14.559386973180077
